text,disease
"The patient presents with shortness of breath, sharp abdominal pain, weakness, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, back pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, and side pain.",pleural effusion
"The patient presents with shortness of breath, weakness, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, weakness, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, weakness, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, back pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, weakness, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, back pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, weakness, and side pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, and back pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, side pain, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, side pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, side pain, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, and side pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, and side pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with cough, back pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, weakness, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, and sharp abdominal pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, side pain, and difficulty breathing.",pleural effusion
The patient presents with cough and back pain.,pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, weakness, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
The patient presents with sharp abdominal pain and rib pain.,pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, side pain, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, weakness, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, back pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, and weakness.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with back pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, and weakness.",pleural effusion
"The patient presents with shortness of breath, back pain, weakness, side pain, and difficulty breathing.",pleural effusion
The patient presents with sharp chest pain and sharp abdominal pain.,pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
The patient presents with shortness of breath and weakness.,pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, back pain, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, side pain, and hurts to breath.",pleural effusion
The patient presents with rib pain and hurts to breath.,pleural effusion
"The patient presents with sharp chest pain, cough, back pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, and hurts to breath.",pleural effusion
The patient presents with shortness of breath and side pain.,pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, and side pain.",pleural effusion
"The patient presents with weakness, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, and back pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, back pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, back pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with cough, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, back pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with sharp chest pain, weakness, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, and side pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, weakness, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with back pain, weakness, and side pain.",pleural effusion
The patient presents with sharp abdominal pain and rib pain.,pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, side pain, and difficulty breathing.",pleural effusion
"The patient presents with cough, weakness, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, and weakness.",pleural effusion
"The patient presents with sharp abdominal pain, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, cough, back pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, back pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with back pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, back pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, and hurts to breath.",pleural effusion
"The patient presents with cough, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, weakness, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp abdominal pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, back pain, weakness, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with cough, side pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with back pain, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with back pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, and weakness.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, and weakness.",pleural effusion
"The patient presents with back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, and side pain.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, weakness, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, sharp abdominal pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, back pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, side pain, and rib pain.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, and difficulty breathing.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, side pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, side pain, difficulty breathing, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, and weakness.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, and side pain.",pleural effusion
"The patient presents with shortness of breath, sharp abdominal pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, back pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, weakness, and difficulty breathing.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, side pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, side pain, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, and rib pain.",pleural effusion
"The patient presents with sharp chest pain, cough, back pain, weakness, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp abdominal pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, cough, sharp abdominal pain, and rib pain.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, and weakness.",pleural effusion
"The patient presents with weakness, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, weakness, and rib pain.",pleural effusion
"The patient presents with cough, sharp abdominal pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with sharp abdominal pain, back pain, weakness, side pain, and hurts to breath.",pleural effusion
The patient presents with cough and sharp abdominal pain.,pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, back pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, side pain, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, sharp abdominal pain, weakness, and difficulty breathing.",pleural effusion
"The patient presents with shortness of breath, sharp chest pain, cough, sharp abdominal pain, back pain, weakness, difficulty breathing, and hurts to breath.",pleural effusion
"The patient presents with sharp chest pain, sharp abdominal pain, back pain, weakness, side pain, difficulty breathing, rib pain, and hurts to breath.",pleural effusion
"The patient presents with shortness of breath, cough, and side pain.",pleural effusion
"The patient presents with cough, back pain, weakness, difficulty breathing, and rib pain.",pleural effusion
